sigma_percent,theta_deg,rep,t_nls_um,success
2.00000000,10.00000000,65.00000000,10.00089553,1.00000000
2.00000000,10.00000000,66.00000000,10.00095102,1.00000000
2.00000000,10.00000000,67.00000000,10.00184431,1.00000000
2.00000000,10.00000000,68.00000000,10.00021745,1.00000000
2.00000000,10.00000000,69.00000000,9.99948874,1.00000000
2.00000000,10.00000000,70.00000000,9.99875930,1.00000000
2.00000000,10.00000000,71.00000000,9.99961567,1.00000000
2.00000000,10.00000000,72.00000000,10.00062709,1.00000000
2.00000000,10.00000000,73.00000000,10.00015007,1.00000000
2.00000000,10.00000000,74.00000000,9.99875059,1.00000000
2.00000000,10.00000000,75.00000000,9.99987160,1.00000000
2.00000000,10.00000000,76.00000000,9.99893189,1.00000000
2.00000000,10.00000000,77.00000000,10.00126863,1.00000000
2.00000000,10.00000000,78.00000000,9.99841477,1.00000000
2.00000000,10.00000000,79.00000000,9.99888632,1.00000000
2.00000000,10.00000000,80.00000000,10.00034126,1.00000000
2.00000000,10.00000000,81.00000000,9.99970898,1.00000000
2.00000000,10.00000000,82.00000000,9.99979754,1.00000000
2.00000000,10.00000000,83.00000000,10.00161982,1.00000000
2.00000000,10.00000000,84.00000000,10.00034522,1.00000000
2.00000000,10.00000000,85.00000000,9.99872676,1.00000000
2.00000000,10.00000000,86.00000000,9.99755754,1.00000000
2.00000000,10.00000000,87.00000000,10.00070027,1.00000000
2.00000000,10.00000000,88.00000000,10.00100788,1.00000000
2.00000000,10.00000000,89.00000000,9.99838117,1.00000000
2.00000000,10.00000000,90.00000000,10.00060694,1.00000000
2.00000000,10.00000000,91.00000000,9.99987534,1.00000000
2.00000000,10.00000000,92.00000000,9.99987938,1.00000000
2.00000000,10.00000000,93.00000000,9.99781233,1.00000000
2.00000000,10.00000000,94.00000000,10.00032006,1.00000000
2.00000000,10.00000000,95.00000000,10.00030860,1.00000000
2.00000000,10.00000000,96.00000000,10.00022730,1.00000000
2.00000000,10.00000000,97.00000000,9.99928702,1.00000000
2.00000000,10.00000000,98.00000000,10.00033551,1.00000000
2.00000000,10.00000000,99.00000000,10.00076963,1.00000000
2.00000000,15.00000000,0.00000000,10.00025054,1.00000000
2.00000000,15.00000000,1.00000000,10.00012689,1.00000000
2.00000000,15.00000000,2.00000000,10.00048241,1.00000000
2.00000000,15.00000000,3.00000000,9.99983547,1.00000000
2.00000000,15.00000000,4.00000000,9.99930803,1.00000000
2.00000000,15.00000000,5.00000000,10.00037694,1.00000000
2.00000000,15.00000000,6.00000000,9.99976693,1.00000000
2.00000000,15.00000000,7.00000000,9.99963348,1.00000000
2.00000000,15.00000000,8.00000000,10.00089647,1.00000000
2.00000000,15.00000000,9.00000000,10.00173370,1.00000000
2.00000000,15.00000000,10.00000000,9.99874634,1.00000000
2.00000000,15.00000000,11.00000000,9.99949414,1.00000000
2.00000000,15.00000000,12.00000000,10.00128189,1.00000000
2.00000000,15.00000000,13.00000000,10.00036383,1.00000000
2.00000000,15.00000000,14.00000000,9.99892561,1.00000000
2.00000000,15.00000000,15.00000000,10.00081377,1.00000000
2.00000000,15.00000000,16.00000000,10.00118241,1.00000000
2.00000000,15.00000000,17.00000000,9.99955130,1.00000000
2.00000000,15.00000000,18.00000000,10.00124574,1.00000000
2.00000000,15.00000000,19.00000000,10.00106495,1.00000000
2.00000000,15.00000000,20.00000000,10.00049888,1.00000000
2.00000000,15.00000000,21.00000000,10.00081217,1.00000000
2.00000000,15.00000000,22.00000000,9.99919841,1.00000000
2.00000000,15.00000000,23.00000000,9.99927092,1.00000000
2.00000000,15.00000000,24.00000000,10.00010643,1.00000000
2.00000000,15.00000000,25.00000000,10.00099949,1.00000000
2.00000000,15.00000000,26.00000000,10.00061444,1.00000000
2.00000000,15.00000000,27.00000000,9.99996995,1.00000000
2.00000000,15.00000000,28.00000000,9.99910538,1.00000000
2.00000000,15.00000000,29.00000000,9.99948243,1.00000000
2.00000000,15.00000000,30.00000000,9.99874259,1.00000000
2.00000000,15.00000000,31.00000000,10.00087736,1.00000000
2.00000000,15.00000000,32.00000000,9.99887822,1.00000000
2.00000000,15.00000000,33.00000000,9.99758516,1.00000000
2.00000000,15.00000000,34.00000000,9.99929924,1.00000000
2.00000000,15.00000000,35.00000000,9.99935873,1.00000000
2.00000000,15.00000000,36.00000000,9.99986737,1.00000000
2.00000000,15.00000000,37.00000000,9.99812892,1.00000000
2.00000000,15.00000000,38.00000000,9.99950512,1.00000000
2.00000000,15.00000000,39.00000000,9.99967872,1.00000000
2.00000000,15.00000000,40.00000000,10.00146086,1.00000000
2.00000000,15.00000000,41.00000000,9.99823704,1.00000000
2.00000000,15.00000000,42.00000000,9.99853776,1.00000000
2.00000000,15.00000000,43.00000000,9.99926925,1.00000000
2.00000000,15.00000000,44.00000000,10.00125608,1.00000000
2.00000000,15.00000000,45.00000000,9.99861690,1.00000000
2.00000000,15.00000000,46.00000000,10.00084687,1.00000000
2.00000000,15.00000000,47.00000000,10.00069543,1.00000000
2.00000000,15.00000000,48.00000000,9.99922624,1.00000000
2.00000000,15.00000000,49.00000000,9.99920628,1.00000000
2.00000000,15.00000000,50.00000000,10.00092823,1.00000000
2.00000000,15.00000000,51.00000000,9.99956688,1.00000000
2.00000000,15.00000000,52.00000000,10.00115215,1.00000000
2.00000000,15.00000000,53.00000000,10.00047054,1.00000000
2.00000000,15.00000000,54.00000000,10.00052364,1.00000000
2.00000000,15.00000000,55.00000000,9.99866710,1.00000000
2.00000000,15.00000000,56.00000000,10.00120612,1.00000000
2.00000000,15.00000000,57.00000000,10.00059997,1.00000000
2.00000000,15.00000000,58.00000000,9.99910837,1.00000000
2.00000000,15.00000000,59.00000000,10.00065919,1.00000000
2.00000000,15.00000000,60.00000000,10.00065066,1.00000000
2.00000000,15.00000000,61.00000000,9.99948276,1.00000000
2.00000000,15.00000000,62.00000000,10.00192165,1.00000000
2.00000000,15.00000000,63.00000000,9.99991519,1.00000000
2.00000000,15.00000000,64.00000000,10.00092265,1.00000000
2.00000000,15.00000000,65.00000000,9.99974696,1.00000000
2.00000000,15.00000000,66.00000000,9.99917054,1.00000000
2.00000000,15.00000000,67.00000000,9.99798962,1.00000000
2.00000000,15.00000000,68.00000000,10.00035531,1.00000000
2.00000000,15.00000000,69.00000000,9.99935323,1.00000000
2.00000000,15.00000000,70.00000000,9.99942311,1.00000000
2.00000000,15.00000000,71.00000000,9.99888983,1.00000000
2.00000000,15.00000000,72.00000000,10.00060875,1.00000000
2.00000000,15.00000000,73.00000000,10.00072396,1.00000000
2.00000000,15.00000000,74.00000000,10.00041333,1.00000000
2.00000000,15.00000000,75.00000000,10.00154998,1.00000000
2.00000000,15.00000000,76.00000000,10.00003253,1.00000000
2.00000000,15.00000000,77.00000000,10.00022487,1.00000000
2.00000000,15.00000000,78.00000000,10.00062237,1.00000000
2.00000000,15.00000000,79.00000000,10.00041735,1.00000000
2.00000000,15.00000000,80.00000000,10.00031967,1.00000000
2.00000000,15.00000000,81.00000000,9.99834065,1.00000000
2.00000000,15.00000000,82.00000000,9.99997632,1.00000000
2.00000000,15.00000000,83.00000000,9.99946434,1.00000000
2.00000000,15.00000000,84.00000000,9.99906170,1.00000000
2.00000000,15.00000000,85.00000000,9.99768375,1.00000000
2.00000000,15.00000000,86.00000000,10.00111758,1.00000000
2.00000000,15.00000000,87.00000000,10.00001414,1.00000000
2.00000000,15.00000000,88.00000000,9.99901640,1.00000000
2.00000000,15.00000000,89.00000000,10.00064034,1.00000000
2.00000000,15.00000000,90.00000000,9.99924454,1.00000000
2.00000000,15.00000000,91.00000000,10.00177049,1.00000000
2.00000000,15.00000000,92.00000000,10.00031309,1.00000000
2.00000000,15.00000000,93.00000000,10.00029932,1.00000000
2.00000000,15.00000000,94.00000000,10.00052090,1.00000000
2.00000000,15.00000000,95.00000000,9.99941780,1.00000000
2.00000000,15.00000000,96.00000000,9.99960404,1.00000000
2.00000000,15.00000000,97.00000000,10.00247540,1.00000000
2.00000000,15.00000000,98.00000000,10.00002071,1.00000000
2.00000000,15.00000000,99.00000000,10.00104232,1.00000000
