nu_cm1,R_clean,R_noisy
1166.00000000,0.20387442,0.20387442
1167.00000000,0.20581114,0.20581114
1168.00000000,0.20773125,0.20773125
1169.00000000,0.20963289,0.20963289
1170.00000000,0.21151419,0.21151419
1171.00000000,0.21337334,0.21337334
1172.00000000,0.21520853,0.21520853
1173.00000000,0.21701796,0.21701796
1174.00000000,0.21879989,0.21879989
1175.00000000,0.22055257,0.22055257
1176.00000000,0.22227430,0.22227430
1177.00000000,0.22396341,0.22396341
1178.00000000,0.22561825,0.22561825
1179.00000000,0.22723721,0.22723721
1180.00000000,0.22881873,0.22881873
1181.00000000,0.23036125,0.23036125
1182.00000000,0.23186329,0.23186329
1183.00000000,0.23332338,0.23332338
1184.00000000,0.23474009,0.23474009
1185.00000000,0.23611206,0.23611206
1186.00000000,0.23743794,0.23743794
1187.00000000,0.23871645,0.23871645
1188.00000000,0.23994635,0.23994635
1189.00000000,0.24112643,0.24112643
1190.00000000,0.24225555,0.24225555
1191.00000000,0.24333261,0.24333261
1192.00000000,0.24435657,0.24435657
1193.00000000,0.24532642,0.24532642
1194.00000000,0.24624123,0.24624123
1195.00000000,0.24710011,0.24710011
1196.00000000,0.24790221,0.24790221
1197.00000000,0.24864676,0.24864676
1198.00000000,0.24933303,0.24933303
1199.00000000,0.24996036,0.24996036
1200.00000000,0.25052814,0.25052814
1201.00000000,0.25103582,0.25103582
1202.00000000,0.25148289,0.25148289
1203.00000000,0.25186893,0.25186893
1204.00000000,0.25219356,0.25219356
1205.00000000,0.25245647,0.25245647
1206.00000000,0.25265739,0.25265739
1207.00000000,0.25279614,0.25279614
1208.00000000,0.25287257,0.25287257
1209.00000000,0.25288663,0.25288663
1210.00000000,0.25283828,0.25283828
1211.00000000,0.25272757,0.25272757
1212.00000000,0.25255463,0.25255463
1213.00000000,0.25231961,0.25231961
1214.00000000,0.25202274,0.25202274
1215.00000000,0.25166431,0.25166431
1216.00000000,0.25124466,0.25124466
1217.00000000,0.25076422,0.25076422
1218.00000000,0.25022344,0.25022344
1219.00000000,0.24962286,0.24962286
1220.00000000,0.24896305,0.24896305
1221.00000000,0.24824465,0.24824465
1222.00000000,0.24746837,0.24746837
1223.00000000,0.24663496,0.24663496
1224.00000000,0.24574524,0.24574524
1225.00000000,0.24480006,0.24480006
1226.00000000,0.24380034,0.24380034
1227.00000000,0.24274707,0.24274707
1228.00000000,0.24164126,0.24164126
1229.00000000,0.24048398,0.24048398
1230.00000000,0.23927637,0.23927637
1231.00000000,0.23801960,0.23801960
1232.00000000,0.23671490,0.23671490
1233.00000000,0.23536352,0.23536352
1234.00000000,0.23396678,0.23396678
1235.00000000,0.23252606,0.23252606
1236.00000000,0.23104273,0.23104273
1237.00000000,0.22951825,0.22951825
1238.00000000,0.22795411,0.22795411
1239.00000000,0.22635181,0.22635181
1240.00000000,0.22471293,0.22471293
1241.00000000,0.22303905,0.22303905
1242.00000000,0.22133181,0.22133181
1243.00000000,0.21959285,0.21959285
1244.00000000,0.21782388,0.21782388
1245.00000000,0.21602662,0.21602662
1246.00000000,0.21420281,0.21420281
1247.00000000,0.21235423,0.21235423
1248.00000000,0.21048268,0.21048268
1249.00000000,0.20858997,0.20858997
1250.00000000,0.20667795,0.20667795
1251.00000000,0.20474847,0.20474847
1252.00000000,0.20280342,0.20280342
1253.00000000,0.20084469,0.20084469
1254.00000000,0.19887417,0.19887417
1255.00000000,0.19689379,0.19689379
1256.00000000,0.19490548,0.19490548
1257.00000000,0.19291117,0.19291117
1258.00000000,0.19091279,0.19091279
1259.00000000,0.18891229,0.18891229
1260.00000000,0.18691162,0.18691162
1261.00000000,0.18491273,0.18491273
1262.00000000,0.18291755,0.18291755
1263.00000000,0.18092803,0.18092803
1264.00000000,0.17894611,0.17894611
1265.00000000,0.17697370,0.17697370
1266.00000000,0.17501274,0.17501274
1267.00000000,0.17306512,0.17306512
1268.00000000,0.17113275,0.17113275
1269.00000000,0.16921749,0.16921749
1270.00000000,0.16732122,0.16732122
1271.00000000,0.16544578,0.16544578
1272.00000000,0.16359299,0.16359299
1273.00000000,0.16176466,0.16176466
1274.00000000,0.15996256,0.15996256
1275.00000000,0.15818844,0.15818844
1276.00000000,0.15644404,0.15644404
1277.00000000,0.15473105,0.15473105
1278.00000000,0.15305113,0.15305113
1279.00000000,0.15140592,0.15140592
1280.00000000,0.14979702,0.14979702
1281.00000000,0.14822600,0.14822600
1282.00000000,0.14669437,0.14669437
1283.00000000,0.14520364,0.14520364
1284.00000000,0.14375525,0.14375525
1285.00000000,0.14235061,0.14235061
1286.00000000,0.14099109,0.14099109
1287.00000000,0.13967801,0.13967801
1288.00000000,0.13841265,0.13841265
1289.00000000,0.13719623,0.13719623
1290.00000000,0.13602994,0.13602994
1291.00000000,0.13491492,0.13491492
1292.00000000,0.13385225,0.13385225
1293.00000000,0.13284296,0.13284296
1294.00000000,0.13188804,0.13188804
1295.00000000,0.13098841,0.13098841
1296.00000000,0.13014495,0.13014495
1297.00000000,0.12935848,0.12935848
1298.00000000,0.12862976,0.12862976
1299.00000000,0.12795951,0.12795951
1300.00000000,0.12734837,0.12734837
1301.00000000,0.12679694,0.12679694
1302.00000000,0.12630576,0.12630576
1303.00000000,0.12587530,0.12587530
1304.00000000,0.12550599,0.12550599
1305.00000000,0.12519817,0.12519817
1306.00000000,0.12495216,0.12495216
1307.00000000,0.12476819,0.12476819
1308.00000000,0.12464643,0.12464643
1309.00000000,0.12458702,0.12458702
1310.00000000,0.12459000,0.12459000
1311.00000000,0.12465537,0.12465537
1312.00000000,0.12478307,0.12478307
1313.00000000,0.12497298,0.12497298
1314.00000000,0.12522490,0.12522490
1315.00000000,0.12553861,0.12553861
1316.00000000,0.12591378,0.12591378
1317.00000000,0.12635005,0.12635005
1318.00000000,0.12684701,0.12684701
1319.00000000,0.12740417,0.12740417
1320.00000000,0.12802098,0.12802098
1321.00000000,0.12869684,0.12869684
1322.00000000,0.12943110,0.12943110
1323.00000000,0.13022305,0.13022305
1324.00000000,0.13107191,0.13107191
1325.00000000,0.13197686,0.13197686
1326.00000000,0.13293702,0.13293702
1327.00000000,0.13395145,0.13395145
1328.00000000,0.13501916,0.13501916
1329.00000000,0.13613913,0.13613913
1330.00000000,0.13731025,0.13731025
1331.00000000,0.13853139,0.13853139
1332.00000000,0.13980137,0.13980137
1333.00000000,0.14111894,0.14111894
1334.00000000,0.14248283,0.14248283
1335.00000000,0.14389171,0.14389171
1336.00000000,0.14534420,0.14534420
1337.00000000,0.14683890,0.14683890
1338.00000000,0.14837435,0.14837435
1339.00000000,0.14994906,0.14994906
1340.00000000,0.15156150,0.15156150
1341.00000000,0.15321009,0.15321009
1342.00000000,0.15489324,0.15489324
1343.00000000,0.15660930,0.15660930
1344.00000000,0.15835662,0.15835662
1345.00000000,0.16013348,0.16013348
1346.00000000,0.16193816,0.16193816
1347.00000000,0.16376891,0.16376891
1348.00000000,0.16562394,0.16562394
1349.00000000,0.16750145,0.16750145
1350.00000000,0.16939961,0.16939961
1351.00000000,0.17131658,0.17131658
1352.00000000,0.17325049,0.17325049
1353.00000000,0.17519947,0.17519947
1354.00000000,0.17716160,0.17716160
1355.00000000,0.17913500,0.17913500
1356.00000000,0.18111774,0.18111774
1357.00000000,0.18310788,0.18310788
1358.00000000,0.18510349,0.18510349
1359.00000000,0.18710264,0.18710264
1360.00000000,0.18910338,0.18910338
1361.00000000,0.19110376,0.19110376
1362.00000000,0.19310183,0.19310183
1363.00000000,0.19509566,0.19509566
1364.00000000,0.19708329,0.19708329
1365.00000000,0.19906281,0.19906281
1366.00000000,0.20103228,0.20103228
1367.00000000,0.20298980,0.20298980
1368.00000000,0.20493344,0.20493344
1369.00000000,0.20686133,0.20686133
1370.00000000,0.20877159,0.20877159
1371.00000000,0.21066235,0.21066235
1372.00000000,0.21253179,0.21253179
1373.00000000,0.21437809,0.21437809
1374.00000000,0.21619944,0.21619944
1375.00000000,0.21799407,0.21799407
1376.00000000,0.21976025,0.21976025
1377.00000000,0.22149624,0.22149624
1378.00000000,0.22320037,0.22320037
1379.00000000,0.22487098,0.22487098
1380.00000000,0.22650644,0.22650644
1381.00000000,0.22810516,0.22810516
1382.00000000,0.22966558,0.22966558
1383.00000000,0.23118619,0.23118619
1384.00000000,0.23266551,0.23266551
1385.00000000,0.23410210,0.23410210
1386.00000000,0.23549455,0.23549455
1387.00000000,0.23684153,0.23684153
1388.00000000,0.23814172,0.23814172
1389.00000000,0.23939384,0.23939384
1390.00000000,0.24059670,0.24059670
1391.00000000,0.24174910,0.24174910
1392.00000000,0.24284994,0.24284994
1393.00000000,0.24389815,0.24389815
1394.00000000,0.24489269,0.24489269
1395.00000000,0.24583262,0.24583262
1396.00000000,0.24671700,0.24671700
1397.00000000,0.24754499,0.24754499
1398.00000000,0.24831577,0.24831577
1399.00000000,0.24902860,0.24902860
1400.00000000,0.24968278,0.24968278
1401.00000000,0.25027768,0.25027768
1402.00000000,0.25081272,0.25081272
1403.00000000,0.25128737,0.25128737
1404.00000000,0.25170119,0.25170119
1405.00000000,0.25205375,0.25205375
1406.00000000,0.25234473,0.25234473
1407.00000000,0.25257383,0.25257383
1408.00000000,0.25274084,0.25274084
1409.00000000,0.25284559,0.25284559
1410.00000000,0.25288798,0.25288798
1411.00000000,0.25286797,0.25286797
1412.00000000,0.25278558,0.25278558
1413.00000000,0.25264089,0.25264089
1414.00000000,0.25243403,0.25243403
1415.00000000,0.25216522,0.25216522
1416.00000000,0.25183471,0.25183471
1417.00000000,0.25144282,0.25144282
1418.00000000,0.25098994,0.25098994
1419.00000000,0.25047651,0.25047651
1420.00000000,0.24990302,0.24990302
1421.00000000,0.24927003,0.24927003
1422.00000000,0.24857816,0.24857816
1423.00000000,0.24782808,0.24782808
1424.00000000,0.24702052,0.24702052
1425.00000000,0.24615627,0.24615627
1426.00000000,0.24523617,0.24523617
1427.00000000,0.24426110,0.24426110
1428.00000000,0.24323203,0.24323203
1429.00000000,0.24214995,0.24214995
1430.00000000,0.24101592,0.24101592
1431.00000000,0.23983103,0.23983103
1432.00000000,0.23859644,0.23859644
1433.00000000,0.23731335,0.23731335
1434.00000000,0.23598300,0.23598300
1435.00000000,0.23460671,0.23460671
1436.00000000,0.23318579,0.23318579
1437.00000000,0.23172163,0.23172163
1438.00000000,0.23021567,0.23021567
1439.00000000,0.22866935,0.22866935
1440.00000000,0.22708419,0.22708419
1441.00000000,0.22546173,0.22546173
1442.00000000,0.22380355,0.22380355
1443.00000000,0.22211125,0.22211125
1444.00000000,0.22038649,0.22038649
1445.00000000,0.21863095,0.21863095
1446.00000000,0.21684632,0.21684632
1447.00000000,0.21503435,0.21503435
1448.00000000,0.21319680,0.21319680
1449.00000000,0.21133546,0.21133546
1450.00000000,0.20945213,0.20945213
1451.00000000,0.20754865,0.20754865
1452.00000000,0.20562687,0.20562687
1453.00000000,0.20368866,0.20368866
1454.00000000,0.20173590,0.20173590
1455.00000000,0.19977050,0.19977050
1456.00000000,0.19779437,0.19779437
1457.00000000,0.19580942,0.19580942
1458.00000000,0.19381759,0.19381759
1459.00000000,0.19182082,0.19182082
1460.00000000,0.18982104,0.18982104
1461.00000000,0.18782021,0.18782021
1462.00000000,0.18582027,0.18582027
1463.00000000,0.18382316,0.18382316
1464.00000000,0.18183083,0.18183083
1465.00000000,0.17984522,0.17984522
1466.00000000,0.17786825,0.17786825
1467.00000000,0.17590185,0.17590185
1468.00000000,0.17394794,0.17394794
1469.00000000,0.17200841,0.17200841
1470.00000000,0.17008514,0.17008514
1471.00000000,0.16818002,0.16818002
1472.00000000,0.16629489,0.16629489
1473.00000000,0.16443159,0.16443159
1474.00000000,0.16259193,0.16259193
1475.00000000,0.16077769,0.16077769
1476.00000000,0.15899065,0.15899065
1477.00000000,0.15723254,0.15723254
1478.00000000,0.15550508,0.15550508
1479.00000000,0.15380993,0.15380993
1480.00000000,0.15214876,0.15214876
1481.00000000,0.15052317,0.15052317
1482.00000000,0.14893475,0.14893475
1483.00000000,0.14738504,0.14738504
1484.00000000,0.14587556,0.14587556
1485.00000000,0.14440776,0.14440776
1486.00000000,0.14298308,0.14298308
1487.00000000,0.14160290,0.14160290
1488.00000000,0.14026856,0.14026856
1489.00000000,0.13898137,0.13898137
1490.00000000,0.13774257,0.13774257
1491.00000000,0.13655337,0.13655337
1492.00000000,0.13541493,0.13541493
1493.00000000,0.13432835,0.13432835
1494.00000000,0.13329469,0.13329469
1495.00000000,0.13231496,0.13231496
1496.00000000,0.13139010,0.13139010
1497.00000000,0.13052103,0.13052103
1498.00000000,0.12970857,0.12970857
1499.00000000,0.12895353,0.12895353
1500.00000000,0.12825664,0.12825664
1501.00000000,0.12761858,0.12761858
1502.00000000,0.12703996,0.12703996
1503.00000000,0.12652135,0.12652135
1504.00000000,0.12606326,0.12606326
1505.00000000,0.12566612,0.12566612
1506.00000000,0.12533034,0.12533034
1507.00000000,0.12505622,0.12505622
1508.00000000,0.12484404,0.12484404
1509.00000000,0.12469401,0.12469401
1510.00000000,0.12460627,0.12460627
1511.00000000,0.12458091,0.12458091
1512.00000000,0.12461795,0.12461795
1513.00000000,0.12471735,0.12471735
1514.00000000,0.12487902,0.12487902
1515.00000000,0.12510281,0.12510281
1516.00000000,0.12538849,0.12538849
1517.00000000,0.12573578,0.12573578
1518.00000000,0.12614435,0.12614435
1519.00000000,0.12661380,0.12661380
1520.00000000,0.12714368,0.12714368
1521.00000000,0.12773347,0.12773347
1522.00000000,0.12838259,0.12838259
1523.00000000,0.12909041,0.12909041
1524.00000000,0.12985625,0.12985625
1525.00000000,0.13067936,0.13067936
1526.00000000,0.13155894,0.13155894
1527.00000000,0.13249414,0.13249414
1528.00000000,0.13348403,0.13348403
1529.00000000,0.13452767,0.13452767
1530.00000000,0.13562404,0.13562404
1531.00000000,0.13677207,0.13677207
1532.00000000,0.13797063,0.13797063
1533.00000000,0.13921858,0.13921858
1534.00000000,0.14051469,0.14051469
1535.00000000,0.14185771,0.14185771
1536.00000000,0.14324632,0.14324632
1537.00000000,0.14467917,0.14467917
1538.00000000,0.14615488,0.14615488
1539.00000000,0.14767201,0.14767201
1540.00000000,0.14922907,0.14922907
1541.00000000,0.15082456,0.15082456
1542.00000000,0.15245693,0.15245693
1543.00000000,0.15412459,0.15412459
1544.00000000,0.15582591,0.15582591
1545.00000000,0.15755924,0.15755924
1546.00000000,0.15932289,0.15932289
1547.00000000,0.16111515,0.16111515
1548.00000000,0.16293428,0.16293428
1549.00000000,0.16477850,0.16477850
1550.00000000,0.16664602,0.16664602
1551.00000000,0.16853504,0.16853504
1552.00000000,0.17044369,0.17044369
1553.00000000,0.17237014,0.17237014
1554.00000000,0.17431251,0.17431251
1555.00000000,0.17626891,0.17626891
1556.00000000,0.17823743,0.17823743
1557.00000000,0.18021616,0.18021616
1558.00000000,0.18220318,0.18220318
1559.00000000,0.18419655,0.18419655
1560.00000000,0.18619433,0.18619433
1561.00000000,0.18819459,0.18819459
1562.00000000,0.19019537,0.19019537
1563.00000000,0.19219473,0.19219473
1564.00000000,0.19419073,0.19419073
1565.00000000,0.19618142,0.19618142
1566.00000000,0.19816486,0.19816486
1567.00000000,0.20013913,0.20013913
1568.00000000,0.20210231,0.20210231
1569.00000000,0.20405249,0.20405249
1570.00000000,0.20598777,0.20598777
1571.00000000,0.20790627,0.20790627
1572.00000000,0.20980612,0.20980612
1573.00000000,0.21168547,0.21168547
1574.00000000,0.21354250,0.21354250
1575.00000000,0.21537540,0.21537540
1576.00000000,0.21718239,0.21718239
1577.00000000,0.21896170,0.21896170
1578.00000000,0.22071162,0.22071162
1579.00000000,0.22243043,0.22243043
1580.00000000,0.22411646,0.22411646
1581.00000000,0.22576809,0.22576809
1582.00000000,0.22738369,0.22738369
1583.00000000,0.22896169,0.22896169
1584.00000000,0.23050057,0.23050057
1585.00000000,0.23199882,0.23199882
1586.00000000,0.23345500,0.23345500
1587.00000000,0.23486767,0.23486767
1588.00000000,0.23623547,0.23623547
1589.00000000,0.23755706,0.23755706
1590.00000000,0.23883117,0.23883117
1591.00000000,0.24005655,0.24005655
1592.00000000,0.24123201,0.24123201
1593.00000000,0.24235641,0.24235641
1594.00000000,0.24342865,0.24342865
1595.00000000,0.24444769,0.24444769
1596.00000000,0.24541254,0.24541254
1597.00000000,0.24632226,0.24632226
1598.00000000,0.24717597,0.24717597
1599.00000000,0.24797283,0.24797283
1600.00000000,0.24871207,0.24871207
1601.00000000,0.24939297,0.24939297
1602.00000000,0.25001487,0.25001487
1603.00000000,0.25057716,0.25057716
1604.00000000,0.25107930,0.25107930
1605.00000000,0.25152080,0.25152080
1606.00000000,0.25190123,0.25190123
1607.00000000,0.25222022,0.25222022
1608.00000000,0.25247746,0.25247746
1609.00000000,0.25267269,0.25267269
1610.00000000,0.25280574,0.25280574
1611.00000000,0.25287646,0.25287646
1612.00000000,0.25288479,0.25288479
1613.00000000,0.25283073,0.25283073
1614.00000000,0.25271432,0.25271432
1615.00000000,0.25253568,0.25253568
1616.00000000,0.25229498,0.25229498
1617.00000000,0.25199245,0.25199245
1618.00000000,0.25162840,0.25162840
1619.00000000,0.25120317,0.25120317
1620.00000000,0.25071718,0.25071718
1621.00000000,0.25017090,0.25017090
1622.00000000,0.24956486,0.24956486
1623.00000000,0.24889966,0.24889966
1624.00000000,0.24817593,0.24817593
1625.00000000,0.24739438,0.24739438
1626.00000000,0.24655578,0.24655578
1627.00000000,0.24566094,0.24566094
1628.00000000,0.24471072,0.24471072
1629.00000000,0.24370606,0.24370606
1630.00000000,0.24264793,0.24264793
1631.00000000,0.24153736,0.24153736
1632.00000000,0.24037542,0.24037542
1633.00000000,0.23916326,0.23916326
1634.00000000,0.23790205,0.23790205
1635.00000000,0.23659301,0.23659301
1636.00000000,0.23523742,0.23523742
1637.00000000,0.23383660,0.23383660
1638.00000000,0.23239191,0.23239191
1639.00000000,0.23090476,0.23090476
1640.00000000,0.22937658,0.22937658
1641.00000000,0.22780888,0.22780888
1642.00000000,0.22620317,0.22620317
1643.00000000,0.22456101,0.22456101
1644.00000000,0.22288401,0.22288401
1645.00000000,0.22117378,0.22117378
1646.00000000,0.21943201,0.21943201
1647.00000000,0.21766038,0.21766038
1648.00000000,0.21586061,0.21586061
1649.00000000,0.21403446,0.21403446
1650.00000000,0.21218370,0.21218370
1651.00000000,0.21031013,0.21031013
1652.00000000,0.20841557,0.20841557
1653.00000000,0.20650188,0.20650188
1654.00000000,0.20457089,0.20457089
1655.00000000,0.20262451,0.20262451
1656.00000000,0.20066462,0.20066462
1657.00000000,0.19869312,0.19869312
1658.00000000,0.19671194,0.19671194
1659.00000000,0.19472299,0.19472299
1660.00000000,0.19272822,0.19272822
1661.00000000,0.19072957,0.19072957
1662.00000000,0.18872898,0.18872898
1663.00000000,0.18672839,0.18672839
1664.00000000,0.18472976,0.18472976
1665.00000000,0.18273502,0.18273502
1666.00000000,0.18074611,0.18074611
1667.00000000,0.17876498,0.17876498
1668.00000000,0.17679354,0.17679354
1669.00000000,0.17483372,0.17483372
1670.00000000,0.17288742,0.17288742
1671.00000000,0.17095654,0.17095654
1672.00000000,0.16904295,0.16904295
1673.00000000,0.16714851,0.16714851
1674.00000000,0.16527507,0.16527507
1675.00000000,0.16342444,0.16342444
1676.00000000,0.16159844,0.16159844
1677.00000000,0.15979883,0.15979883
1678.00000000,0.15802737,0.15802737
1679.00000000,0.15628577,0.15628577
1680.00000000,0.15457574,0.15457574
1681.00000000,0.15289894,0.15289894
1682.00000000,0.15125699,0.15125699
1683.00000000,0.14965149,0.14965149
1684.00000000,0.14808401,0.14808401
1685.00000000,0.14655608,0.14655608
1686.00000000,0.14506916,0.14506916
1687.00000000,0.14362472,0.14362472
1688.00000000,0.14222416,0.14222416
1689.00000000,0.14086884,0.14086884
1690.00000000,0.13956008,0.13956008
1691.00000000,0.13829915,0.13829915
1692.00000000,0.13708728,0.13708728
1693.00000000,0.13592564,0.13592564
1694.00000000,0.13481537,0.13481537
1695.00000000,0.13375755,0.13375755
1696.00000000,0.13275320,0.13275320
1697.00000000,0.13180330,0.13180330
1698.00000000,0.13090878,0.13090878
1699.00000000,0.13007051,0.13007051
1700.00000000,0.12928930,0.12928930
1701.00000000,0.12856591,0.12856591
1702.00000000,0.12790105,0.12790105
1703.00000000,0.12729536,0.12729536
1704.00000000,0.12674943,0.12674943
1705.00000000,0.12626379,0.12626379
1706.00000000,0.12583892,0.12583892
1707.00000000,0.12547522,0.12547522
1708.00000000,0.12517306,0.12517306
1709.00000000,0.12493272,0.12493272
1710.00000000,0.12475444,0.12475444
1711.00000000,0.12463839,0.12463839
1712.00000000,0.12458469,0.12458469
1713.00000000,0.12459339,0.12459339
1714.00000000,0.12466448,0.12466448
1715.00000000,0.12479788,0.12479788
1716.00000000,0.12499348,0.12499348
1717.00000000,0.12525108,0.12525108
1718.00000000,0.12557042,0.12557042
1719.00000000,0.12595121,0.12595121
1720.00000000,0.12639306,0.12639306
1721.00000000,0.12689556,0.12689556
1722.00000000,0.12745820,0.12745820
1723.00000000,0.12808045,0.12808045
1724.00000000,0.12876169,0.12876169
1725.00000000,0.12950127,0.12950127
1726.00000000,0.13029846,0.13029846
1727.00000000,0.13115250,0.13115250
1728.00000000,0.13206254,0.13206254
1729.00000000,0.13302771,0.13302771
1730.00000000,0.13404706,0.13404706
1731.00000000,0.13511961,0.13511961
1732.00000000,0.13624431,0.13624431
1733.00000000,0.13742006,0.13742006
1734.00000000,0.13864573,0.13864573
1735.00000000,0.13992012,0.13992012
1736.00000000,0.14124199,0.14124199
1737.00000000,0.14261005,0.14261005
1738.00000000,0.14402298,0.14402298
1739.00000000,0.14547940,0.14547940
1740.00000000,0.14697790,0.14697790
1741.00000000,0.14851701,0.14851701
1742.00000000,0.15009524,0.15009524
1743.00000000,0.15171105,0.15171105
1744.00000000,0.15336288,0.15336288
1745.00000000,0.15504911,0.15504911
1746.00000000,0.15676811,0.15676811
1747.00000000,0.15851820,0.15851820
1748.00000000,0.16029768,0.16029768
1749.00000000,0.16210483,0.16210483
1750.00000000,0.16393787,0.16393787
1751.00000000,0.16579504,0.16579504
1752.00000000,0.16767452,0.16767452
1753.00000000,0.16957448,0.16957448
1754.00000000,0.17149308,0.17149308
1755.00000000,0.17342845,0.17342845
1756.00000000,0.17537871,0.17537871
1757.00000000,0.17734196,0.17734196
1758.00000000,0.17931629,0.17931629
1759.00000000,0.18129978,0.18129978
1760.00000000,0.18329051,0.18329051
1761.00000000,0.18528653,0.18528653
1762.00000000,0.18728591,0.18728591
1763.00000000,0.18928669,0.18928669
1764.00000000,0.19128694,0.19128694
1765.00000000,0.19328470,0.19328470
1766.00000000,0.19527804,0.19527804
1767.00000000,0.19726502,0.19726502
1768.00000000,0.19924369,0.19924369
1769.00000000,0.20121215,0.20121215
1770.00000000,0.20316847,0.20316847
1771.00000000,0.20511075,0.20511075
1772.00000000,0.20703710,0.20703710
1773.00000000,0.20894565,0.20894565
1774.00000000,0.21083454,0.21083454
1775.00000000,0.21270193,0.21270193
1776.00000000,0.21454602,0.21454602
1777.00000000,0.21636499,0.21636499
1778.00000000,0.21815709,0.21815709
1779.00000000,0.21992057,0.21992057
1780.00000000,0.22165372,0.22165372
1781.00000000,0.22335485,0.22335485
1782.00000000,0.22502230,0.22502230
1783.00000000,0.22665446,0.22665446
1784.00000000,0.22824973,0.22824973
1785.00000000,0.22980657,0.22980657
1786.00000000,0.23132346,0.23132346
1787.00000000,0.23279892,0.23279892
1788.00000000,0.23423152,0.23423152
1789.00000000,0.23561987,0.23561987
1790.00000000,0.23696262,0.23696262
1791.00000000,0.23825845,0.23825845
1792.00000000,0.23950611,0.23950611
1793.00000000,0.24070439,0.24070439
1794.00000000,0.24185212,0.24185212
1795.00000000,0.24294818,0.24294818
1796.00000000,0.24399151,0.24399151
1797.00000000,0.24498109,0.24498109
1798.00000000,0.24591596,0.24591596
1799.00000000,0.24679522,0.24679522
1800.00000000,0.24761799,0.24761799
1801.00000000,0.24838350,0.24838350
1802.00000000,0.24909098,0.24909098
1803.00000000,0.24973976,0.24973976
1804.00000000,0.25032920,0.25032920
1805.00000000,0.25085872,0.25085872
1806.00000000,0.25132782,0.25132782
1807.00000000,0.25173604,0.25173604
1808.00000000,0.25208298,0.25208298
1809.00000000,0.25236829,0.25236829
1810.00000000,0.25259172,0.25259172
1811.00000000,0.25275303,0.25275303
1812.00000000,0.25285207,0.25285207
1813.00000000,0.25288874,0.25288874
1814.00000000,0.25286302,0.25286302
1815.00000000,0.25277491,0.25277491
1816.00000000,0.25262452,0.25262452
1817.00000000,0.25241198,0.25241198
1818.00000000,0.25213750,0.25213750
1819.00000000,0.25180136,0.25180136
1820.00000000,0.25140387,0.25140387
1821.00000000,0.25094542,0.25094542
1822.00000000,0.25042646,0.25042646
1823.00000000,0.24984749,0.24984749
1824.00000000,0.24920908,0.24920908
1825.00000000,0.24851185,0.24851185
1826.00000000,0.24775648,0.24775648
1827.00000000,0.24694369,0.24694369
1828.00000000,0.24607429,0.24607429
1829.00000000,0.24514911,0.24514911
1830.00000000,0.24416906,0.24416906
1831.00000000,0.24313509,0.24313509
1832.00000000,0.24204820,0.24204820
1833.00000000,0.24090946,0.24090946
1834.00000000,0.23971997,0.23971997
1835.00000000,0.23848088,0.23848088
1836.00000000,0.23719341,0.23719341
1837.00000000,0.23585881,0.23585881
1838.00000000,0.23447836,0.23447836
1839.00000000,0.23305343,0.23305343
1840.00000000,0.23158538,0.23158538
1841.00000000,0.23007566,0.23007566
1842.00000000,0.22852572,0.22852572
1843.00000000,0.22693708,0.22693708
1844.00000000,0.22531128,0.22531128
1845.00000000,0.22364990,0.22364990
1846.00000000,0.22195457,0.22195457
1847.00000000,0.22022691,0.22022691
1848.00000000,0.21846863,0.21846863
1849.00000000,0.21668143,0.21668143
1850.00000000,0.21486704,0.21486704
1851.00000000,0.21302724,0.21302724
1852.00000000,0.21116380,0.21116380
1853.00000000,0.20927855,0.20927855
1854.00000000,0.20737332,0.20737332
1855.00000000,0.20544995,0.20544995
1856.00000000,0.20351033,0.20351033
1857.00000000,0.20155634,0.20155634
1858.00000000,0.19958987,0.19958987
1859.00000000,0.19761285,0.19761285
1860.00000000,0.19562719,0.19562719
1861.00000000,0.19363483,0.19363483
1862.00000000,0.19163770,0.19163770
1863.00000000,0.18963775,0.18963775
1864.00000000,0.18763692,0.18763692
1865.00000000,0.18563715,0.18563715
1866.00000000,0.18364040,0.18364040
1867.00000000,0.18164861,0.18164861
1868.00000000,0.17966371,0.17966371
1869.00000000,0.17768763,0.17768763
1870.00000000,0.17572230,0.17572230
1871.00000000,0.17376962,0.17376962
1872.00000000,0.17183150,0.17183150
1873.00000000,0.16990982,0.16990982
1874.00000000,0.16800645,0.16800645
1875.00000000,0.16612325,0.16612325
1876.00000000,0.16426204,0.16426204
1877.00000000,0.16242463,0.16242463
1878.00000000,0.16061282,0.16061282
1879.00000000,0.15882835,0.15882835
1880.00000000,0.15707298,0.15707298
1881.00000000,0.15534841,0.15534841
1882.00000000,0.15365630,0.15365630
1883.00000000,0.15199832,0.15199832
1884.00000000,0.15037608,0.15037608
1885.00000000,0.14879114,0.14879114
1886.00000000,0.14724506,0.14724506
1887.00000000,0.14573933,0.14573933
1888.00000000,0.14427542,0.14427542
1889.00000000,0.14285476,0.14285476
1890.00000000,0.14147873,0.14147873
1891.00000000,0.14014866,0.14014866
1892.00000000,0.13886585,0.13886585
1893.00000000,0.13763154,0.13763154
1894.00000000,0.13644695,0.13644695
1895.00000000,0.13531321,0.13531321
1896.00000000,0.13423143,0.13423143
1897.00000000,0.13320267,0.13320267
1898.00000000,0.13222793,0.13222793
1899.00000000,0.13130815,0.13130815
1900.00000000,0.13044422,0.13044422
